PING 172.16.114.238 (172.16.114.238) 56(84) bytes of data.
64 bytes from 172.16.114.238: icmp_seq=354 ttl=61 time=0.316 ms
64 bytes from 172.16.114.238: icmp_seq=355 ttl=61 time=0.331 ms
64 bytes from 172.16.114.238: icmp_seq=356 ttl=61 time=0.659 ms
64 bytes from 172.16.114.238: icmp_seq=357 ttl=61 time=0.375 ms
64 bytes from 172.16.114.238: icmp_seq=358 ttl=61 time=0.377 ms
64 bytes from 172.16.114.238: icmp_seq=359 ttl=61 time=0.391 ms
64 bytes from 172.16.114.238: icmp_seq=360 ttl=61 time=0.257 ms
64 bytes from 172.16.114.238: icmp_seq=361 ttl=61 time=0.417 ms
64 bytes from 172.16.114.238: icmp_seq=362 ttl=61 time=16.0 ms
64 bytes from 172.16.114.238: icmp_seq=363 ttl=61 time=0.476 ms
64 bytes from 172.16.114.238: icmp_seq=364 ttl=61 time=0.292 ms
64 bytes from 172.16.114.238: icmp_seq=365 ttl=61 time=0.489 ms
64 bytes from 172.16.114.238: icmp_seq=366 ttl=61 time=0.483 ms
64 bytes from 172.16.114.238: icmp_seq=367 ttl=61 time=0.486 ms
64 bytes from 172.16.114.238: icmp_seq=368 ttl=61 time=0.433 ms
64 bytes from 172.16.114.238: icmp_seq=369 ttl=61 time=0.473 ms
64 bytes from 172.16.114.238: icmp_seq=370 ttl=61 time=0.485 ms
64 bytes from 172.16.114.238: icmp_seq=371 ttl=61 time=0.348 ms
64 bytes from 172.16.114.238: icmp_seq=372 ttl=61 time=0.391 ms
64 bytes from 172.16.114.238: icmp_seq=373 ttl=61 time=0.350 ms
64 bytes from 172.16.114.238: icmp_seq=374 ttl=61 time=0.269 ms
64 bytes from 172.16.114.238: icmp_seq=375 ttl=61 time=0.650 ms
64 bytes from 172.16.114.238: icmp_seq=376 ttl=61 time=0.667 ms
64 bytes from 172.16.114.238: icmp_seq=377 ttl=61 time=0.314 ms
64 bytes from 172.16.114.238: icmp_seq=378 ttl=61 time=6.63 ms
64 bytes from 172.16.114.238: icmp_seq=379 ttl=61 time=0.362 ms
64 bytes from 172.16.114.238: icmp_seq=380 ttl=61 time=0.462 ms
64 bytes from 172.16.114.238: icmp_seq=381 ttl=61 time=0.324 ms
64 bytes from 172.16.114.238: icmp_seq=382 ttl=61 time=0.375 ms
64 bytes from 172.16.114.238: icmp_seq=383 ttl=61 time=0.530 ms
64 bytes from 172.16.114.238: icmp_seq=384 ttl=61 time=0.547 ms
64 bytes from 172.16.114.238: icmp_seq=385 ttl=61 time=0.521 ms
64 bytes from 172.16.114.238: icmp_seq=386 ttl=61 time=0.338 ms
64 bytes from 172.16.114.238: icmp_seq=387 ttl=61 time=0.296 ms
64 bytes from 172.16.114.238: icmp_seq=388 ttl=61 time=0.564 ms
64 bytes from 172.16.114.238: icmp_seq=389 ttl=61 time=0.533 ms
64 bytes from 172.16.114.238: icmp_seq=390 ttl=61 time=3.47 ms
64 bytes from 172.16.114.238: icmp_seq=391 ttl=61 time=0.532 ms
64 bytes from 172.16.114.238: icmp_seq=392 ttl=61 time=0.382 ms
64 bytes from 172.16.114.238: icmp_seq=393 ttl=61 time=8.14 ms
64 bytes from 172.16.114.238: icmp_seq=394 ttl=61 time=0.247 ms
64 bytes from 172.16.114.238: icmp_seq=395 ttl=61 time=0.806 ms
64 bytes from 172.16.114.238: icmp_seq=396 ttl=61 time=0.409 ms
64 bytes from 172.16.114.238: icmp_seq=397 ttl=61 time=0.499 ms
64 bytes from 172.16.114.238: icmp_seq=398 ttl=61 time=0.558 ms
64 bytes from 172.16.114.238: icmp_seq=399 ttl=61 time=0.588 ms
64 bytes from 172.16.114.238: icmp_seq=400 ttl=61 time=0.378 ms
64 bytes from 172.16.114.238: icmp_seq=401 ttl=61 time=0.331 ms
64 bytes from 172.16.114.238: icmp_seq=402 ttl=61 time=0.412 ms
64 bytes from 172.16.114.238: icmp_seq=403 ttl=61 time=0.516 ms
64 bytes from 172.16.114.238: icmp_seq=404 ttl=61 time=0.486 ms
64 bytes from 172.16.114.238: icmp_seq=405 ttl=61 time=0.335 ms
64 bytes from 172.16.114.238: icmp_seq=406 ttl=61 time=0.572 ms
64 bytes from 172.16.114.238: icmp_seq=407 ttl=61 time=0.349 ms
64 bytes from 172.16.114.238: icmp_seq=408 ttl=61 time=0.414 ms
64 bytes from 172.16.114.238: icmp_seq=409 ttl=61 time=0.477 ms
64 bytes from 172.16.114.238: icmp_seq=410 ttl=61 time=0.553 ms
64 bytes from 172.16.114.238: icmp_seq=411 ttl=61 time=0.488 ms
64 bytes from 172.16.114.238: icmp_seq=412 ttl=61 time=0.372 ms
64 bytes from 172.16.114.238: icmp_seq=413 ttl=61 time=0.353 ms
64 bytes from 172.16.114.238: icmp_seq=414 ttl=61 time=0.421 ms
64 bytes from 172.16.114.238: icmp_seq=415 ttl=61 time=0.577 ms
64 bytes from 172.16.114.238: icmp_seq=416 ttl=61 time=0.565 ms
64 bytes from 172.16.114.238: icmp_seq=417 ttl=61 time=0.533 ms
64 bytes from 172.16.114.238: icmp_seq=418 ttl=61 time=0.467 ms
64 bytes from 172.16.114.238: icmp_seq=420 ttl=61 time=0.534 ms
64 bytes from 172.16.114.238: icmp_seq=421 ttl=61 time=0.539 ms
64 bytes from 172.16.114.238: icmp_seq=422 ttl=61 time=0.493 ms
64 bytes from 172.16.114.238: icmp_seq=423 ttl=61 time=1.25 ms
64 bytes from 172.16.114.238: icmp_seq=424 ttl=61 time=0.481 ms
64 bytes from 172.16.114.238: icmp_seq=425 ttl=61 time=0.498 ms
64 bytes from 172.16.114.238: icmp_seq=426 ttl=61 time=0.418 ms
64 bytes from 172.16.114.238: icmp_seq=427 ttl=61 time=0.484 ms
64 bytes from 172.16.114.238: icmp_seq=428 ttl=61 time=1.44 ms
64 bytes from 172.16.114.238: icmp_seq=429 ttl=61 time=0.555 ms
64 bytes from 172.16.114.238: icmp_seq=430 ttl=61 time=0.294 ms
64 bytes from 172.16.114.238: icmp_seq=431 ttl=61 time=0.579 ms
64 bytes from 172.16.114.238: icmp_seq=432 ttl=61 time=0.376 ms
64 bytes from 172.16.114.238: icmp_seq=433 ttl=61 time=0.509 ms
64 bytes from 172.16.114.238: icmp_seq=434 ttl=61 time=0.372 ms
64 bytes from 172.16.114.238: icmp_seq=435 ttl=61 time=0.515 ms
64 bytes from 172.16.114.238: icmp_seq=436 ttl=61 time=0.587 ms
64 bytes from 172.16.114.238: icmp_seq=437 ttl=61 time=0.509 ms
64 bytes from 172.16.114.238: icmp_seq=438 ttl=61 time=0.487 ms
64 bytes from 172.16.114.238: icmp_seq=439 ttl=61 time=0.388 ms
64 bytes from 172.16.114.238: icmp_seq=440 ttl=61 time=0.605 ms
64 bytes from 172.16.114.238: icmp_seq=441 ttl=61 time=0.547 ms
64 bytes from 172.16.114.238: icmp_seq=442 ttl=61 time=0.487 ms
64 bytes from 172.16.114.238: icmp_seq=443 ttl=61 time=6.54 ms
64 bytes from 172.16.114.238: icmp_seq=444 ttl=61 time=0.589 ms
64 bytes from 172.16.114.238: icmp_seq=445 ttl=61 time=0.290 ms
64 bytes from 172.16.114.238: icmp_seq=446 ttl=61 time=0.433 ms
64 bytes from 172.16.114.238: icmp_seq=447 ttl=61 time=0.321 ms
64 bytes from 172.16.114.238: icmp_seq=448 ttl=61 time=0.545 ms
64 bytes from 172.16.114.238: icmp_seq=449 ttl=61 time=0.426 ms
64 bytes from 172.16.114.238: icmp_seq=450 ttl=61 time=0.555 ms
64 bytes from 172.16.114.238: icmp_seq=451 ttl=61 time=0.534 ms
64 bytes from 172.16.114.238: icmp_seq=452 ttl=61 time=0.534 ms
64 bytes from 172.16.114.238: icmp_seq=453 ttl=61 time=0.543 ms
64 bytes from 172.16.114.238: icmp_seq=454 ttl=61 time=0.379 ms
64 bytes from 172.16.114.238: icmp_seq=455 ttl=61 time=0.393 ms
64 bytes from 172.16.114.238: icmp_seq=456 ttl=61 time=0.341 ms
64 bytes from 172.16.114.238: icmp_seq=457 ttl=61 time=0.516 ms
64 bytes from 172.16.114.238: icmp_seq=458 ttl=61 time=0.302 ms
64 bytes from 172.16.114.238: icmp_seq=459 ttl=61 time=0.286 ms
64 bytes from 172.16.114.238: icmp_seq=460 ttl=61 time=0.275 ms
64 bytes from 172.16.114.238: icmp_seq=461 ttl=61 time=0.393 ms
64 bytes from 172.16.114.238: icmp_seq=462 ttl=61 time=0.425 ms
64 bytes from 172.16.114.238: icmp_seq=463 ttl=61 time=0.475 ms
64 bytes from 172.16.114.238: icmp_seq=464 ttl=61 time=0.352 ms
64 bytes from 172.16.114.238: icmp_seq=465 ttl=61 time=0.420 ms
64 bytes from 172.16.114.238: icmp_seq=466 ttl=61 time=0.499 ms
64 bytes from 172.16.114.238: icmp_seq=467 ttl=61 time=0.563 ms
64 bytes from 172.16.114.238: icmp_seq=468 ttl=61 time=0.475 ms
64 bytes from 172.16.114.238: icmp_seq=469 ttl=61 time=0.541 ms
64 bytes from 172.16.114.238: icmp_seq=470 ttl=61 time=0.608 ms
64 bytes from 172.16.114.238: icmp_seq=471 ttl=61 time=0.489 ms
64 bytes from 172.16.114.238: icmp_seq=472 ttl=61 time=0.492 ms
64 bytes from 172.16.114.238: icmp_seq=473 ttl=61 time=0.558 ms
64 bytes from 172.16.114.238: icmp_seq=474 ttl=61 time=0.539 ms
64 bytes from 172.16.114.238: icmp_seq=475 ttl=61 time=0.449 ms
64 bytes from 172.16.114.238: icmp_seq=476 ttl=61 time=0.375 ms
64 bytes from 172.16.114.238: icmp_seq=477 ttl=61 time=0.461 ms
64 bytes from 172.16.114.238: icmp_seq=478 ttl=61 time=0.486 ms
64 bytes from 172.16.114.238: icmp_seq=479 ttl=61 time=0.592 ms
64 bytes from 172.16.114.238: icmp_seq=480 ttl=61 time=0.546 ms
64 bytes from 172.16.114.238: icmp_seq=481 ttl=61 time=0.519 ms
64 bytes from 172.16.114.238: icmp_seq=482 ttl=61 time=0.487 ms
64 bytes from 172.16.114.238: icmp_seq=483 ttl=61 time=0.285 ms
64 bytes from 172.16.114.238: icmp_seq=484 ttl=61 time=0.332 ms
64 bytes from 172.16.114.238: icmp_seq=485 ttl=61 time=0.427 ms
64 bytes from 172.16.114.238: icmp_seq=486 ttl=61 time=0.300 ms
64 bytes from 172.16.114.238: icmp_seq=487 ttl=61 time=0.454 ms
64 bytes from 172.16.114.238: icmp_seq=488 ttl=61 time=0.269 ms
64 bytes from 172.16.114.238: icmp_seq=489 ttl=61 time=0.598 ms
64 bytes from 172.16.114.238: icmp_seq=490 ttl=61 time=0.568 ms
64 bytes from 172.16.114.238: icmp_seq=491 ttl=61 time=0.523 ms
64 bytes from 172.16.114.238: icmp_seq=492 ttl=61 time=0.368 ms
64 bytes from 172.16.114.238: icmp_seq=493 ttl=61 time=0.554 ms
64 bytes from 172.16.114.238: icmp_seq=494 ttl=61 time=0.484 ms
64 bytes from 172.16.114.238: icmp_seq=495 ttl=61 time=0.305 ms
64 bytes from 172.16.114.238: icmp_seq=496 ttl=61 time=0.449 ms
64 bytes from 172.16.114.238: icmp_seq=497 ttl=61 time=0.560 ms
64 bytes from 172.16.114.238: icmp_seq=498 ttl=61 time=0.253 ms
64 bytes from 172.16.114.238: icmp_seq=499 ttl=61 time=0.375 ms
64 bytes from 172.16.114.238: icmp_seq=500 ttl=61 time=0.659 ms
64 bytes from 172.16.114.238: icmp_seq=501 ttl=61 time=0.407 ms
64 bytes from 172.16.114.238: icmp_seq=502 ttl=61 time=0.496 ms
64 bytes from 172.16.114.238: icmp_seq=503 ttl=61 time=0.485 ms
64 bytes from 172.16.114.238: icmp_seq=504 ttl=61 time=0.496 ms
64 bytes from 172.16.114.238: icmp_seq=505 ttl=61 time=0.533 ms
64 bytes from 172.16.114.238: icmp_seq=506 ttl=61 time=0.364 ms
64 bytes from 172.16.114.238: icmp_seq=507 ttl=61 time=0.379 ms
64 bytes from 172.16.114.238: icmp_seq=508 ttl=61 time=0.476 ms
64 bytes from 172.16.114.238: icmp_seq=509 ttl=61 time=0.493 ms
64 bytes from 172.16.114.238: icmp_seq=510 ttl=61 time=0.427 ms
64 bytes from 172.16.114.238: icmp_seq=511 ttl=61 time=0.484 ms
64 bytes from 172.16.114.238: icmp_seq=512 ttl=61 time=0.587 ms
64 bytes from 172.16.114.238: icmp_seq=513 ttl=61 time=0.500 ms
64 bytes from 172.16.114.238: icmp_seq=514 ttl=61 time=0.537 ms
64 bytes from 172.16.114.238: icmp_seq=515 ttl=61 time=0.508 ms
64 bytes from 172.16.114.238: icmp_seq=516 ttl=61 time=0.351 ms
64 bytes from 172.16.114.238: icmp_seq=517 ttl=61 time=0.306 ms
64 bytes from 172.16.114.238: icmp_seq=518 ttl=61 time=0.569 ms
64 bytes from 172.16.114.238: icmp_seq=519 ttl=61 time=0.285 ms
64 bytes from 172.16.114.238: icmp_seq=520 ttl=61 time=2.31 ms
64 bytes from 172.16.114.238: icmp_seq=523 ttl=61 time=0.282 ms
64 bytes from 172.16.114.238: icmp_seq=524 ttl=61 time=0.392 ms
64 bytes from 172.16.114.238: icmp_seq=525 ttl=61 time=0.525 ms
64 bytes from 172.16.114.238: icmp_seq=526 ttl=61 time=0.510 ms
64 bytes from 172.16.114.238: icmp_seq=527 ttl=61 time=0.246 ms
64 bytes from 172.16.114.238: icmp_seq=528 ttl=61 time=0.252 ms
64 bytes from 172.16.114.238: icmp_seq=529 ttl=61 time=0.330 ms
64 bytes from 172.16.114.238: icmp_seq=530 ttl=61 time=0.523 ms
64 bytes from 172.16.114.238: icmp_seq=531 ttl=61 time=0.418 ms
64 bytes from 172.16.114.238: icmp_seq=532 ttl=61 time=0.365 ms
64 bytes from 172.16.114.238: icmp_seq=533 ttl=61 time=0.401 ms
64 bytes from 172.16.114.238: icmp_seq=534 ttl=61 time=14.9 ms
64 bytes from 172.16.114.238: icmp_seq=535 ttl=61 time=0.486 ms
64 bytes from 172.16.114.238: icmp_seq=536 ttl=61 time=0.257 ms
64 bytes from 172.16.114.238: icmp_seq=537 ttl=61 time=0.253 ms
64 bytes from 172.16.114.238: icmp_seq=538 ttl=61 time=0.369 ms
64 bytes from 172.16.114.238: icmp_seq=539 ttl=61 time=0.362 ms
64 bytes from 172.16.114.238: icmp_seq=540 ttl=61 time=0.341 ms
64 bytes from 172.16.114.238: icmp_seq=541 ttl=61 time=0.344 ms
64 bytes from 172.16.114.238: icmp_seq=542 ttl=61 time=0.252 ms
64 bytes from 172.16.114.238: icmp_seq=543 ttl=61 time=0.427 ms
64 bytes from 172.16.114.238: icmp_seq=544 ttl=61 time=0.463 ms
64 bytes from 172.16.114.238: icmp_seq=545 ttl=61 time=0.303 ms
64 bytes from 172.16.114.238: icmp_seq=546 ttl=61 time=0.920 ms
64 bytes from 172.16.114.238: icmp_seq=547 ttl=61 time=0.517 ms
64 bytes from 172.16.114.238: icmp_seq=548 ttl=61 time=0.498 ms
64 bytes from 172.16.114.238: icmp_seq=549 ttl=61 time=0.253 ms
64 bytes from 172.16.114.238: icmp_seq=550 ttl=61 time=0.334 ms
64 bytes from 172.16.114.238: icmp_seq=551 ttl=61 time=0.255 ms
64 bytes from 172.16.114.238: icmp_seq=552 ttl=61 time=0.244 ms
64 bytes from 172.16.114.238: icmp_seq=553 ttl=61 time=7.00 ms
64 bytes from 172.16.114.238: icmp_seq=554 ttl=61 time=0.335 ms
64 bytes from 172.16.114.238: icmp_seq=555 ttl=61 time=0.366 ms
64 bytes from 172.16.114.238: icmp_seq=556 ttl=61 time=0.367 ms
64 bytes from 172.16.114.238: icmp_seq=557 ttl=61 time=0.318 ms
64 bytes from 172.16.114.238: icmp_seq=558 ttl=61 time=3.68 ms
64 bytes from 172.16.114.238: icmp_seq=559 ttl=61 time=3.83 ms
64 bytes from 172.16.114.238: icmp_seq=560 ttl=61 time=0.291 ms
64 bytes from 172.16.114.238: icmp_seq=561 ttl=61 time=0.455 ms
64 bytes from 172.16.114.238: icmp_seq=562 ttl=61 time=0.280 ms
64 bytes from 172.16.114.238: icmp_seq=563 ttl=61 time=0.349 ms
64 bytes from 172.16.114.238: icmp_seq=564 ttl=61 time=0.410 ms
64 bytes from 172.16.114.238: icmp_seq=565 ttl=61 time=5.26 ms
64 bytes from 172.16.114.238: icmp_seq=566 ttl=61 time=8.86 ms
64 bytes from 172.16.114.238: icmp_seq=567 ttl=61 time=0.308 ms
64 bytes from 172.16.114.238: icmp_seq=568 ttl=61 time=0.289 ms
64 bytes from 172.16.114.238: icmp_seq=569 ttl=61 time=0.537 ms
64 bytes from 172.16.114.238: icmp_seq=570 ttl=61 time=0.471 ms
64 bytes from 172.16.114.238: icmp_seq=571 ttl=61 time=0.501 ms
64 bytes from 172.16.114.238: icmp_seq=572 ttl=61 time=0.547 ms
64 bytes from 172.16.114.238: icmp_seq=573 ttl=61 time=3.30 ms
64 bytes from 172.16.114.238: icmp_seq=574 ttl=61 time=0.355 ms
64 bytes from 172.16.114.238: icmp_seq=575 ttl=61 time=0.365 ms
64 bytes from 172.16.114.238: icmp_seq=576 ttl=61 time=0.360 ms
64 bytes from 172.16.114.238: icmp_seq=577 ttl=61 time=0.425 ms
64 bytes from 172.16.114.238: icmp_seq=578 ttl=61 time=0.387 ms
64 bytes from 172.16.114.238: icmp_seq=579 ttl=61 time=0.428 ms
64 bytes from 172.16.114.238: icmp_seq=580 ttl=61 time=175 ms
64 bytes from 172.16.114.238: icmp_seq=581 ttl=61 time=0.289 ms
64 bytes from 172.16.114.238: icmp_seq=582 ttl=61 time=0.367 ms
64 bytes from 172.16.114.238: icmp_seq=583 ttl=61 time=0.366 ms
64 bytes from 172.16.114.238: icmp_seq=584 ttl=61 time=0.502 ms
64 bytes from 172.16.114.238: icmp_seq=585 ttl=61 time=2.62 ms
64 bytes from 172.16.114.238: icmp_seq=586 ttl=61 time=2.93 ms
64 bytes from 172.16.114.238: icmp_seq=587 ttl=61 time=0.525 ms
64 bytes from 172.16.114.238: icmp_seq=588 ttl=61 time=4.75 ms
64 bytes from 172.16.114.238: icmp_seq=589 ttl=61 time=1.56 ms
64 bytes from 172.16.114.238: icmp_seq=590 ttl=61 time=0.324 ms
64 bytes from 172.16.114.238: icmp_seq=591 ttl=61 time=0.357 ms
64 bytes from 172.16.114.238: icmp_seq=592 ttl=61 time=0.365 ms
64 bytes from 172.16.114.238: icmp_seq=593 ttl=61 time=0.347 ms
64 bytes from 172.16.114.238: icmp_seq=594 ttl=61 time=0.557 ms
64 bytes from 172.16.114.238: icmp_seq=595 ttl=61 time=0.510 ms
64 bytes from 172.16.114.238: icmp_seq=596 ttl=61 time=0.376 ms
64 bytes from 172.16.114.238: icmp_seq=597 ttl=61 time=0.383 ms
64 bytes from 172.16.114.238: icmp_seq=598 ttl=61 time=0.272 ms
64 bytes from 172.16.114.238: icmp_seq=599 ttl=61 time=0.450 ms
64 bytes from 172.16.114.238: icmp_seq=600 ttl=61 time=0.359 ms
64 bytes from 172.16.114.238: icmp_seq=601 ttl=61 time=0.354 ms
64 bytes from 172.16.114.238: icmp_seq=602 ttl=61 time=0.271 ms
64 bytes from 172.16.114.238: icmp_seq=603 ttl=61 time=6.00 ms
64 bytes from 172.16.114.238: icmp_seq=604 ttl=61 time=3.85 ms
64 bytes from 172.16.114.238: icmp_seq=605 ttl=61 time=0.263 ms
64 bytes from 172.16.114.238: icmp_seq=606 ttl=61 time=1.43 ms
64 bytes from 172.16.114.238: icmp_seq=607 ttl=61 time=0.264 ms
64 bytes from 172.16.114.238: icmp_seq=608 ttl=61 time=0.340 ms
64 bytes from 172.16.114.238: icmp_seq=609 ttl=61 time=0.312 ms
64 bytes from 172.16.114.238: icmp_seq=610 ttl=61 time=0.284 ms
64 bytes from 172.16.114.238: icmp_seq=611 ttl=61 time=0.673 ms
64 bytes from 172.16.114.238: icmp_seq=612 ttl=61 time=2.66 ms
64 bytes from 172.16.114.238: icmp_seq=613 ttl=61 time=0.265 ms
64 bytes from 172.16.114.238: icmp_seq=614 ttl=61 time=0.383 ms
64 bytes from 172.16.114.238: icmp_seq=615 ttl=61 time=0.357 ms
64 bytes from 172.16.114.238: icmp_seq=616 ttl=61 time=0.278 ms
64 bytes from 172.16.114.238: icmp_seq=617 ttl=61 time=0.286 ms
64 bytes from 172.16.114.238: icmp_seq=618 ttl=61 time=1.86 ms
64 bytes from 172.16.114.238: icmp_seq=619 ttl=61 time=5.19 ms
64 bytes from 172.16.114.238: icmp_seq=620 ttl=61 time=0.478 ms
64 bytes from 172.16.114.238: icmp_seq=621 ttl=61 time=0.306 ms
64 bytes from 172.16.114.238: icmp_seq=622 ttl=61 time=6.87 ms
64 bytes from 172.16.114.238: icmp_seq=623 ttl=61 time=0.382 ms
64 bytes from 172.16.114.238: icmp_seq=624 ttl=61 time=0.287 ms
64 bytes from 172.16.114.238: icmp_seq=625 ttl=61 time=0.260 ms
64 bytes from 172.16.114.238: icmp_seq=626 ttl=61 time=0.275 ms
64 bytes from 172.16.114.238: icmp_seq=627 ttl=61 time=0.273 ms
64 bytes from 172.16.114.238: icmp_seq=628 ttl=61 time=0.333 ms
64 bytes from 172.16.114.238: icmp_seq=629 ttl=61 time=0.377 ms
64 bytes from 172.16.114.238: icmp_seq=630 ttl=61 time=0.312 ms
64 bytes from 172.16.114.238: icmp_seq=631 ttl=61 time=0.261 ms
64 bytes from 172.16.114.238: icmp_seq=632 ttl=61 time=0.364 ms
64 bytes from 172.16.114.238: icmp_seq=633 ttl=61 time=0.706 ms
64 bytes from 172.16.114.238: icmp_seq=634 ttl=61 time=0.296 ms
64 bytes from 172.16.114.238: icmp_seq=635 ttl=61 time=0.435 ms
64 bytes from 172.16.114.238: icmp_seq=636 ttl=61 time=17.1 ms
64 bytes from 172.16.114.238: icmp_seq=637 ttl=61 time=0.298 ms
64 bytes from 172.16.114.238: icmp_seq=638 ttl=61 time=0.461 ms
64 bytes from 172.16.114.238: icmp_seq=639 ttl=61 time=0.632 ms
64 bytes from 172.16.114.238: icmp_seq=640 ttl=61 time=0.488 ms
64 bytes from 172.16.114.238: icmp_seq=641 ttl=61 time=0.488 ms
64 bytes from 172.16.114.238: icmp_seq=642 ttl=61 time=0.315 ms
64 bytes from 172.16.114.238: icmp_seq=643 ttl=61 time=0.359 ms
64 bytes from 172.16.114.238: icmp_seq=644 ttl=61 time=0.644 ms
64 bytes from 172.16.114.238: icmp_seq=645 ttl=61 time=0.489 ms
64 bytes from 172.16.114.238: icmp_seq=646 ttl=61 time=0.555 ms
64 bytes from 172.16.114.238: icmp_seq=647 ttl=61 time=0.507 ms
64 bytes from 172.16.114.238: icmp_seq=648 ttl=61 time=0.337 ms
64 bytes from 172.16.114.238: icmp_seq=649 ttl=61 time=0.513 ms
64 bytes from 172.16.114.238: icmp_seq=650 ttl=61 time=0.356 ms
64 bytes from 172.16.114.238: icmp_seq=651 ttl=61 time=0.348 ms
64 bytes from 172.16.114.238: icmp_seq=652 ttl=61 time=1.06 ms
64 bytes from 172.16.114.238: icmp_seq=653 ttl=61 time=0.281 ms
64 bytes from 172.16.114.238: icmp_seq=654 ttl=61 time=0.273 ms
64 bytes from 172.16.114.238: icmp_seq=655 ttl=61 time=0.493 ms
64 bytes from 172.16.114.238: icmp_seq=656 ttl=61 time=0.271 ms
64 bytes from 172.16.114.238: icmp_seq=657 ttl=61 time=0.307 ms
64 bytes from 172.16.114.238: icmp_seq=658 ttl=61 time=0.395 ms
64 bytes from 172.16.114.238: icmp_seq=659 ttl=61 time=0.268 ms
64 bytes from 172.16.114.238: icmp_seq=660 ttl=61 time=0.315 ms
64 bytes from 172.16.114.238: icmp_seq=661 ttl=61 time=0.350 ms
64 bytes from 172.16.114.238: icmp_seq=662 ttl=61 time=0.486 ms
64 bytes from 172.16.114.238: icmp_seq=663 ttl=61 time=0.396 ms
64 bytes from 172.16.114.238: icmp_seq=664 ttl=61 time=0.273 ms
64 bytes from 172.16.114.238: icmp_seq=665 ttl=61 time=0.388 ms
64 bytes from 172.16.114.238: icmp_seq=666 ttl=61 time=0.251 ms
64 bytes from 172.16.114.238: icmp_seq=667 ttl=61 time=0.372 ms
64 bytes from 172.16.114.238: icmp_seq=668 ttl=61 time=0.705 ms
64 bytes from 172.16.114.238: icmp_seq=669 ttl=61 time=0.267 ms
64 bytes from 172.16.114.238: icmp_seq=670 ttl=61 time=0.250 ms
64 bytes from 172.16.114.238: icmp_seq=671 ttl=61 time=2.73 ms
64 bytes from 172.16.114.238: icmp_seq=672 ttl=61 time=0.295 ms
64 bytes from 172.16.114.238: icmp_seq=673 ttl=61 time=0.248 ms
64 bytes from 172.16.114.238: icmp_seq=674 ttl=61 time=0.374 ms
64 bytes from 172.16.114.238: icmp_seq=675 ttl=61 time=0.278 ms
64 bytes from 172.16.114.238: icmp_seq=676 ttl=61 time=0.259 ms
64 bytes from 172.16.114.238: icmp_seq=677 ttl=61 time=0.266 ms
64 bytes from 172.16.114.238: icmp_seq=678 ttl=61 time=0.352 ms
64 bytes from 172.16.114.238: icmp_seq=679 ttl=61 time=0.319 ms
64 bytes from 172.16.114.238: icmp_seq=680 ttl=61 time=0.452 ms
64 bytes from 172.16.114.238: icmp_seq=681 ttl=61 time=6.98 ms
64 bytes from 172.16.114.238: icmp_seq=682 ttl=61 time=0.282 ms
64 bytes from 172.16.114.238: icmp_seq=683 ttl=61 time=0.259 ms
64 bytes from 172.16.114.238: icmp_seq=684 ttl=61 time=0.271 ms
64 bytes from 172.16.114.238: icmp_seq=685 ttl=61 time=0.312 ms
64 bytes from 172.16.114.238: icmp_seq=686 ttl=61 time=0.349 ms
64 bytes from 172.16.114.238: icmp_seq=687 ttl=61 time=0.527 ms
64 bytes from 172.16.114.238: icmp_seq=688 ttl=61 time=0.466 ms
64 bytes from 172.16.114.238: icmp_seq=689 ttl=61 time=0.492 ms
64 bytes from 172.16.114.238: icmp_seq=690 ttl=61 time=0.441 ms
64 bytes from 172.16.114.238: icmp_seq=691 ttl=61 time=0.390 ms
64 bytes from 172.16.114.238: icmp_seq=692 ttl=61 time=0.370 ms
64 bytes from 172.16.114.238: icmp_seq=693 ttl=61 time=0.387 ms
64 bytes from 172.16.114.238: icmp_seq=694 ttl=61 time=0.586 ms
64 bytes from 172.16.114.238: icmp_seq=695 ttl=61 time=0.394 ms
64 bytes from 172.16.114.238: icmp_seq=696 ttl=61 time=0.279 ms
64 bytes from 172.16.114.238: icmp_seq=697 ttl=61 time=0.385 ms
64 bytes from 172.16.114.238: icmp_seq=698 ttl=61 time=0.385 ms
64 bytes from 172.16.114.238: icmp_seq=699 ttl=61 time=0.382 ms
64 bytes from 172.16.114.238: icmp_seq=700 ttl=61 time=0.376 ms
64 bytes from 172.16.114.238: icmp_seq=701 ttl=61 time=0.287 ms
64 bytes from 172.16.114.238: icmp_seq=702 ttl=61 time=0.305 ms
64 bytes from 172.16.114.238: icmp_seq=703 ttl=61 time=0.439 ms
64 bytes from 172.16.114.238: icmp_seq=704 ttl=61 time=0.292 ms
64 bytes from 172.16.114.238: icmp_seq=705 ttl=61 time=0.488 ms
64 bytes from 172.16.114.238: icmp_seq=706 ttl=61 time=0.309 ms
64 bytes from 172.16.114.238: icmp_seq=707 ttl=61 time=0.261 ms
64 bytes from 172.16.114.238: icmp_seq=708 ttl=61 time=0.416 ms
64 bytes from 172.16.114.238: icmp_seq=709 ttl=61 time=0.255 ms
64 bytes from 172.16.114.238: icmp_seq=710 ttl=61 time=0.368 ms
64 bytes from 172.16.114.238: icmp_seq=711 ttl=61 time=0.286 ms
64 bytes from 172.16.114.238: icmp_seq=712 ttl=61 time=0.330 ms
64 bytes from 172.16.114.238: icmp_seq=713 ttl=61 time=0.343 ms
64 bytes from 172.16.114.238: icmp_seq=714 ttl=61 time=0.386 ms
